Title,Comment,publishedTimeText
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"What about clio 4 , skoda fabia opel corsa ?",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,So the Seat Ibiza is the real winner here!,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,none of them. Hyundai i30 fastback way better!,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"¡ê12,582 shown on the iPad. Then you say just under ¡ê12,500 ??????. What??",5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Hot Ride - The Prodigy,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Wow, for a 10 year old video, that was a fast response.",4 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,I would rather have the new VW polo GTI..  better quality too...,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Vignale is too expensive,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Matt. I thought you were in Croatia for the A class.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"You can't say that a Polo or Ibiza is more practical and has more room in the back. At least this car is making an effort to be small, unlike VW, they just stretch the back out, and hey I wonder how it has so much room in the back, both for the passengers and boot. The new Polo is the same size as the Golfs from a few years back!",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,A little pricy,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Smells like a future head2head video between the Fiesta, Ibiza and Polo",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,21k for a forst fiesta lmao,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"The more I see these on the road, the more I like em! Great Review as always ??",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Stop making practical bigger cars . Sick of seeing small cars gettin larger these days. Let this be the option to have a small brilliant to drive little hot hatch. If u wanna find a practical car look somewhe else . Big car sacrifices everything!,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Beautiful colour ??,6 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Hello, can you talk a bit about buying older versions of cars when the new version comes out. What kind of a discount can be expected from a dealer?",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Rear of the old car looked far better. This one looks like it has gained far too much weight.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Not great but better than fucking Polo....,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Oh it's the new Focus! Oh no it's the Fiesta,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,The vignale looks fantastic!,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,My 70 years old teacher has recently bought this car lol,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,I want this in Australia we still have the old one lol,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Dear god what is with all the glossy screens on infotainment systems? It is a horrible idea seeing how they just suck up fingerprints and are difficult to see in sunlight.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,6:39 Shots fired ?????? ??????,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,The 2015 ford Mondeo is terrible,6 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"Yeah driving in Florida is a very interesting proposition. People always comment how I always keep my cool and just keep going!  


It really is crazy what Ford is doing!",5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,I hope they change their mind!,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,That is what I meant by the sound being simulated.  It's artificially pumped into the cabin.  Thanks for watching!,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"?@RaitisRides? Fair enough.... but simulated was not a good choice to describe what is going on. Nothing is simulated, it is real induction noise piped into the cabin. Cheers.",5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,You are comparing a hot hatch to a normal hatch back. When the fiesta st comes out is when you can compare,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Millen Rogers I was just comparing the price they want for vignale.. it would be equal to the gti.. but if you want to be pedantic then I would rather have the vw polo sel and still have a few thousand change..,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,And I would still prefer the build quality of a polo than a ford..... shame cause I was always a ford person ...,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,HMS NEMESIS Fair enough. I quite like the new fiesta and I like that much I might take it over a polo gti,6 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,I can understand where you are coming from!,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"Not everyone can drive a stick, but it wouldn't be any fun with auto.  I have a 14' green envy with recaros, and it's very fun to drive.",5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,?@robray7106? It would be worth learning manual to drive one of these!,5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,"it literally only took me 2 days to learn how to drive stick shift, Bought mine on a friday, spent the weekend learning to drive stick. went to work monday. Havent stalled once. If you force yourself to learn, youll be surprised by what you can do.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,no volkswagen,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,More like kia copied Ford,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,This makes me miss going to the mall,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"It's funny how people think that the budget was huge for this video..
Look at what was actually broken.
A few cheap plastic chairs and tables.
A small pile of teddybears..
Some weird plastic barrel..
One shabbily-made plastic stall with a few clothing items inside..
And one mannequin. 
That all must've cost less than a thousand dollars, tops!

The editing makes it look as if they're crazily racing around a mall, but in reality it's clearly a choreographed shot with intentional crashes onto cheap items. I bet the camera crew cost more than everything they broke in the mall chase sequence!",4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That was epic,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Every second one of ya paid for this ! By paying TV license ????,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Most expensive ad ever,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,That¡¯s my local shopping centre,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"Mm, vroom",4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The song is "Hotride" by The Prodigy,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,A car review with the highest budget... in the world,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,I could watch an full movie of Jeremy Clarkson and his Ford Fiesta.,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,What if the enemy are distracted by that fiesta?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,coconut mall,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,how in godsname are they paying for all the damage in the shopping centre?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"3:59 R.I.P Corvette

2010-2020",4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"The mall is actually in Basingstoke, Hampshire (not London)",4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,"2:37 picture of woman in a bikini
Clarkson: stops and hmmm",4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,how much did this whole video cost?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The  corvette  has to  hit,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,The camera was moving so much I got dizzy,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,2:36 jezza just stops and goes mmmm ??,4 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,Thank you so much for sharing your input from your experience!  Thank you so much for watching from Hawaii!,5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Nafone14 I agree. Ford wanted to keep the sharp handling characteristics they have always had but VW being a boring brand does what most people want a ¡°big¡± small car. If you want a big hatch buy a golf. VW makes it for a reason,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Nafone14 
Actually the new Ford Fietsa is almost as long and almost as wide as new Polo Ibiza, and yet its pathetically small inside..not just tge Fiesta all Fords are shit when it comes to pampering back seat users and when it comes to practicality and comfort, the biggest reason why Ford is loosing money in Europe is because of this, eg Mondeo, its almost as long as a superb but gas space just as much as a VW Jetta inside, pathetic design by Ford, no wonder they are going downhill, 
I wish Fords stupuid engineers hear this because I like good driving cars,but when they become too much impractical it becomes a joke",6 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,joe popes and the boring one,5 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,sadly no :(,4 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,That is a very good point!  Thank you so much for sharing it!,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,WAS your local shopping centre,3 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,Yes I go there a lot,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Smells like eMissions,6 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Anton Eitsah well that is within warranty, isn¡¯t it?",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Vinnisl a shhh, you just ruined his trolling attempt.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Could they not bring it back to life. Was it  still breathing ?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"848Evo86 trolling attempt? Search fordecoboostnightmare on Facebook. Or look at the group legal action ecoboom.co.uk. 
A fair few people on the Facebook page are on their FOURTH engine. The ecoboost is absolutely dreadful.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,?@danielthompson9546?while fiestas are still alive and happy. Your website is dead,3 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Since nobody has either liked or commented on ford's recent ecoboost engine issue safe to assume ford fanboys are butthurt lmao lol,

NEVER EVER AM I GETTING A FORD CAR LET ALONE A BRITISH CAR ????????",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"didn`t you hear about VW TSI recall because of bad timing chains? 
Engine blow ups due to valves hitting pistons already at 15k kilometers.


And TSI and TFSI is famous for coking and losing compression at 100 k",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"https://medium.com/@autobahnaudivw/volkswagen-audi-timing-chain-settlement-recall-repair-reimbursement-information-c4abc4f5b359

https://timingchainlitigation.com/

never get a VW unless you wanna sell it at 100k or you wanna pay massive money for a engine rework. VW is famous in german mechanics shops for that.",5 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,they are not really cars mate,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,What about the tme he took a look at the X6?,4 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,?@ryanswatchworld? huh,3 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,They have a lot of cool cars over there we will NEVER see in the USA.,5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Yes indeed, while the Fiesta is following the trend of getting larger, it isn't by that much compared to one of the worst offenders, the Polo.",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,I agree. If you want a big car buy a focus. Wonder when the day people buy a fiesta and say to ford ¡°Why is it so big now¡± when its them asking for a bigger car,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,The cars went bigger. Polo and Fiesta are no longer the smallest cars in the range. Want something small? Get Up or Ka.,6 years ago (edited)
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Get Ka. Promblem solved. Small cars needs to be able to sit family now. Fiesta is to small. Ibiza is perfect.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Everything but space,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"King AMG I agree. These people think cars are larger just to offer more space but fail to understand all the new safety features they need over time. They should research mini and find out why they suddenly got all pimped up and bulked... it was because they couldn¡¯t make the car safer (which was needed) without making the car into that sort of form. And they should look at the prices of these cars. Cars are increasing in price now, people want value for money. We have a large bmw and a golf both of which we have similar demands for and that¡¯s in terms of space, technology and quality",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Nafone14 worst offender is the mini,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Sid Acidic hahaha seriously they complain about it's size... It's called but a focus ? Lmao,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"King AMG need a bigger car ? Fork out a little extra cash on a focus , quit your bitching",6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Sid Acidic And i thought 17" was the biggest wheel size for a supermini... This thing has got 18" wheels from factory... ??,6 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,i30 is bigger class. These compare with i20,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,ah need for speed in a mall nothing like it,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,do fiat palio,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Fiesta is a sedan in India??.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,You forgot to mention the XR-4 Version,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Ppl in the UK are dumb they add a new MK to every single car with a facelift. Facelifts =/= New Gen,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Talk about the Merkur. Bet u many people don¡¯t know bout that,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Thank you for choosing my fiesta St video ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Don¡¯t get me wrong the car history and humor is great but it¡¯s the continuity that keeps me coming back for more!!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,No shout out to the Shogun?!?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,So I don't want to sound rude but as a Mexican I personally didn't like the way you portrayed Mexicans as in the beginning,4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,Venezuela??????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Rel¨¢mpago
Rel¨¢mpago
Rel¨¢mpago
Rel¨¢mpago",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Do an episode on the Mazda 121/ Ford festiva,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Doesn't James look like Ryan Dunn from Jack ass, RIP ??",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Who swipes down even tho they moved the comment section?? like if u swiped down,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Merkur XR4Ti next please!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,want one but ford has stopped sales in my country fully and can only provide spare parts for another 10 years :(,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"bro, i guess u missed the 1.0 ecoboost in that Fiesta 2011. Get 1 and drive..bye bye to all the cars competing in hill side driving",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Okay that "SssssT" got me good ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"The goofy face thumbnail is stupid.
You aren't funny so why not stop the acting OK Just get to the point of the video.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I have the 2017 Ford Fiesta Se even though it¡¯s low on power it¡¯s still a hell of a lot of fun to drive. I love my fiesta,4 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,Now that would be very interesting!,5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Practical is not the same as larger exterior dimensions and weight. Ford is terrible at making a Roomy interior with their given footprint. The focus weighs 1450 kg and has waaay less room then the 1270 kg civic.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Theres still some that exist like a vw up gti, hyundai i10 sportz and Toyota iq isports but all are ugly but I know the 1st too are good to drive",5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Dude A class is nkw as c class was before,4 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Very true.,4 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Shut up  he can do what he wants.,4 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Shut up  he can do  what he wants to do,4 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,?@ShiftRGaming? the polo is so big now it's basically a golf.,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Blah blah blah who cares about sportsness,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,It's actually  quite good  that there making the car bigger for more practicality,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,?@amoddedblueteslap100d7? yes but by building it bigger they sacrifices everything else apart from practicality,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,?@TheBigboySid? true,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,?@big_bicep_bill7594? the KA is basically the Fiesta¡¯s brother as of 2017,3 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"Uh,h,i",2 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,"?@ShiftRGaming? the whole VW group are the worst offenders of it with their Ibiza, Polo, Audi A1 and the new Fabia.",2 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Em, correct me if I am wrong but the ford had dual glass sunroofs but this was not mentioned?? Better engine, better handling and looked better.? Had slightly less boot room or rear leg room but beautiful alloys compared to the awful Vw ones.? It was a tad more expensive but def had better seats and a nicer display.? Your right, unbiased motoring review.? As we all know, VW is honest with engines and emissions and killing monkeys with fumes.? I know what I'd buy...¡­.. Em, surely a full review should include servicing costs, running costs etc??? Just saying like :)",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Would never pick anything from lying sh*t company like Volkswagen Group. And if you like cars you like driving...so always the Ford.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Polo GTI and Fiesta ST are amazing too,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Fiesta,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Do you even sick? I hear a cold.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Go and see channel km77 manobra de esquiva Polo Fiesta Ibiza,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Nice cars,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,4:48 both cars look cheap they don't bother fitting grab handles anymore makes you wonder where else they are cutting corners. Don't know why you are making a fuss over a coat hook?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Ugliest cars ever!!!,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,GOLF VS FOCUS Next please,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,itz definitely vw polo,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I watch these for their wittiness ^^,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"I've been looking between the two as to which to buy, what Mat forgot to mention in the Fiesta Vignale vs Polo SEL was...
Fiesta has keyless entry and stop/start - Polo that'll cost you ¡ê310 extra
Fiesta has heated front seats AND steering wheel - Polo that'll cost you ¡ê285 extra just for the front seats
Fiesta has a rear view camera - polo that'll cost you ¡ê250 extra
Fiesta has heated windscreen - not available on the Polo
I was quoted a 38 week wait for a custom build for the Polo, and only 6 weeks for the Fiesta

I think I'm going for the Fiesta, test driving on Friday.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Take a shot every time Mat says ¡°Vignale¡±, and you will be drunk till the end of this video",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I have a 1.0l 115hp beats (comfortline) and it's realy nice to drive and that engine is not too bad when overtaking. Small engine but it's actualy pushing you back into your seat when accelarating (considering the engine volume it's a suprise...),5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,The Queen Elizabeth she's actually German... 7:27,5 years ago (edited)
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Well, I got slagged off yesterday after my comment, but having watched some news items about the troubles with the Ford Ecoboost engine I will stick with VW. Yes, VW cheated with emissions but I would rather stick with a cheating but reliable engine manufacturer than a Ford.",5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,I don't know about the commercial policies of the respective brands in different countries. But I can say that in my country a vw polo is more expensive that a Ford focus 2018 similarly equipped. A similar observation made Marek in Marek drives. So there is simply no competition between both cars.,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,Who chooses a Fiesta over a Polo?,5 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Wait......

67 plate??",5 years ago
Why is it NOW or NEVER to buy a 2019 Ford Fiesta ST?,I totally understand where you are coming from!  Thank you so much for the compliments!,5 years ago
Ford Fiesta Shopping Centre Chase | Top Gear | BBC,We forget the Birthdays there because the car mats are still there.,4 years ago
Volkswagen Polo 2019 vs Ford Fiesta 2019 - see which is the best small car! | carwow,"Bought the Fiesta Vignale after a test drive. Very smooth and quiet ride, with good acceleration. Loaded it up with practically every option going and got 2,680 off through CarWow. Couldn't be happier.",5 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Hamza Hersi That¡¯s what I originally thought but the back end grew on me,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,looks like a kia.,6 years ago
Ford Fiesta 2020 detailed in-depth review | carwow Reviews,Yep rear is the only bit I dislike lol,6 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,¡°HELP ME¡±. Hahahah so funny.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Hyundai i20?




Pls..",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,please do the same for Hyundai i20,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"James!up to speed these cars please PH have been waiting for it 

TOYOTA CAMRY
TOYOTA CORONA
MITSUBISHI GALANT
NISSAN CEFIRO",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,You left out the 1.0 ecoboost engine and the mk 7.5,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,So disappointed the new st did not come here. Everyone has raved about its 3 cylinder engine.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"MK8 ST3, awesome car.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Feelbad for him can't say more powahh baby,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,What about the Festiva??!!!!,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Do up to speed On SVT PERFORMANCE,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,My first car was a 2000 Fiesta mk4 with the facelift. Sold in Norway as the Ford Fiesta sport. 100hp. Sadly I got rear ended and the car totalled.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"I've got one of the new MK8 Fiesta STs and let me tell you its an absolute blast! Handles like a go-kart, all the mod cons and a nice throaty exhaust with pops/bangs. Never fails to put a smile on my face!",4 years ago (edited)
FORD FIESTA - Everything You Need to Know | Up to Speed,j.clarkson's daughter has one??noiiiceeeeee,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I love Fords Cars,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,this isnt where the comments go,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,MASERATI PLEASE?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,My sister has a fiesta st with the 1.5 3 in line engine. And I have the new focus st with the 2.3 4 in line ecoboost with a twin scroll turbo from the gods. Ford is ravaging the European markets. People in my country say ohh look at my diesel bmw 530 or look at my diesel Mercedes e 300. I just smoke them and say goodbye. They must get so mad to be over taken out manovered by a focus st. Has the orange blur moves past them they can only see Ford ahahhaha,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"My goal is to have: Ford F, Mercedes, Range Rover, Ferrari, Tesla :D",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I own a FF so yesssss to this video ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,The Ford Fiesta sucks. I had a 2011 or my wife did and it sucked so f**** bad.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,First time watching donut media and he drops D-Hole on me. Love it.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I have a Fiesta from 1997. It¡¯s crap by now.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Literally groaned on the toilet ??,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,You forgot to say from 2015 to 2016 fiestas and fiestas Sts have transmission issue they lie to ppl now ford is trying to buy all of them so you don't join the lemon sue great job ford,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"JD power awards are a joke man... come on. 
Chevy have been getting most reliable :))",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Me: Where did you learn all this
James: Yes",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"Actually, we didn't give Ford ANY reason to axe the Fiesta. Last year saw more Fiestas sold here in the U.S. than any other year. There were 15% more sold here last year than the previous year, and 20% more that year than the year before.

Sales numbers were going up, and Ford decided, ""Fuck American car buyers, they can just pay more.""

I mean damn! Look at the POS Chevy Aveo! That thing still sells like crazy, even though it's just a GM Fiesta without any quality or design considerations.",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,??????,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Puma is so much better than Fiesta and racing puma is just mind blowing why didn't you mention it?,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,The fiesta should have gotten the 2.0 t from the mustang,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,How about a Ford  "Pi?ata" for the next SUV,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,"last time I was this early, it was illegal to buy very advanced babies",4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,How about the thunderbird up to speed I've asked for the last 2 years.,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,(Music),4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,My friend in vocational school had a fiesta and I had a 77 rabbit...I told him I thought it looked so much like mine it was uncanny he said there's parts in there with VW/ Audi logos on them probably easier to share existing parts I suppose,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,this is by far the best car content channel on youtube,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,I¡¯m just gonna say it mk8s are pure pish,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,notice that he is talking bout this whilst sitting infront of a focus rs,4 years ago
FORD FIESTA - Everything You Need to Know | Up to Speed,Could yall post the link to the sound tracks yall use ?,4 years ago
